Dataenergy_production_total.csv
,
3
year,country,rate
1971,Saudi Arabia,244000
1972,Saudi Arabia,308000
1973,Saudi Arabia,389000
1974,Saudi Arabia,435000
1975,Saudi Arabia,365000
1976,Saudi Arabia,444000
1977,Saudi Arabia,475000
1978,Saudi Arabia,437000
1979,Saudi Arabia,497000
1980,Saudi Arabia,534000
1981,Saudi Arabia,531000
1982,Saudi Arabia,361000
1983,Saudi Arabia,284000
1984,Saudi Arabia,264000
1985,Saudi Arabia,201000
1986,Saudi Arabia,286000
1987,Saudi Arabia,249000
1988,Saudi Arabia,298000
1989,Saudi Arabia,300000
1990,Saudi Arabia,370000
1991,Saudi Arabia,466000
1992,Saudi Arabia,480000
1993,Saudi Arabia,473000
1994,Saudi Arabia,464000
1995,Saudi Arabia,467000
1996,Saudi Arabia,472000
1997,Saudi Arabia,467000
1998,Saudi Arabia,482000
1999,Saudi Arabia,445000
2000,Saudi Arabia,479000
2001,Saudi Arabia,470000
2002,Saudi Arabia,440000
2003,Saudi Arabia,515000
2004,Saudi Arabia,553000
2005,Saudi Arabia,581000
2006,Saudi Arabia,576000
2007,Saudi Arabia,555000
2008,Saudi Arabia,579000
2009,Saudi Arabia,528000
1960,Senegal,
1961,Senegal,
1962,Senegal,
1963,Senegal,
1964,Senegal,
1965,Senegal,
1966,Senegal,
1967,Senegal,
1968,Senegal,
1969,Senegal,
1970,Senegal,
1971,Senegal,825
1972,Senegal,832
1973,Senegal,839
1974,Senegal,846
1975,Senegal,853
1976,Senegal,859
1977,Senegal,866
1978,Senegal,872
1979,Senegal,879
1980,Senegal,886
1981,Senegal,892
1982,Senegal,899
1983,Senegal,905
1984,Senegal,912
1985,Senegal,919
1986,Senegal,926
1987,Senegal,935
1988,Senegal,952
1989,Senegal,959
1990,Senegal,964
1991,Senegal,970
1992,Senegal,975
1993,Senegal,992
1994,Senegal,1010
1995,Senegal,1060
1996,Senegal,1090
1997,Senegal,1100
1998,Senegal,1120
1999,Senegal,1140
2000,Senegal,1190
2001,Senegal,1210
2002,Senegal,1260
2003,Senegal,1260
2004,Senegal,1260
2005,Senegal,1270
2006,Senegal,1230
2007,Senegal,1220
2008,Senegal,1230
2009,Senegal,1260
1960,Serbia,
1961,Serbia,
1962,Serbia,
1963,Serbia,
1964,Serbia,
1965,Serbia,
1966,Serbia,
1967,Serbia,
1968,Serbia,
1969,Serbia,
1970,Serbia,
1971,Serbia,
1972,Serbia,
1973,Serbia,
1974,Serbia,
1975,Serbia,
1976,Serbia,
1977,Serbia,
1978,Serbia,
1979,Serbia,
1980,Serbia,
1981,Serbia,
1982,Serbia,
1983,Serbia,
1984,Serbia,
1985,Serbia,
1986,Serbia,
1987,Serbia,
1988,Serbia,
1989,Serbia,
1990,Serbia,13400
1991,Serbia,12100
1992,Serbia,11800
1993,Serbia,11400
1994,Serbia,10500
1995,Serbia,12200
1996,Serbia,12100
1997,Serbia,12500
1998,Serbia,12700
1999,Serbia,10500
2000,Serbia,11400
2001,Serbia,11100
2002,Serbia,11300
2003,Serbia,11400
2004,Serbia,11600
2005,Serbia,10300
2006,Serbia,10600
2007,Serbia,10600
2008,Serbia,10800
2009,Serbia,9440
1960,Singapore,
1961,Singapore,
1962,Singapore,
1963,Singapore,
1964,Singapore,
1965,Singapore,
1966,Singapore,
1967,Singapore,
1968,Singapore,
1969,Singapore,
1970,Singapore,
1971,Singapore,0
1972,Singapore,0
1973,Singapore,0
1974,Singapore,0
1975,Singapore,0
1976,Singapore,0
1977,Singapore,0
1978,Singapore,0
1979,Singapore,0
1980,Singapore,0
1981,Singapore,0
1982,Singapore,0
1983,Singapore,0
1984,Singapore,0
1985,Singapore,0
1986,Singapore,0
1987,Singapore,0
1988,Singapore,0
1989,Singapore,0
1990,Singapore,0
1991,Singapore,0
1992,Singapore,0
1993,Singapore,0
1994,Singapore,0
1995,Singapore,0
1996,Singapore,0
1997,Singapore,0
1998,Singapore,14.4
1999,Singapore,15.1
2000,Singapore,22.7
2001,Singapore,24.1
2002,Singapore,33.7
2003,Singapore,28.2
2004,Singapore,26.8
2005,Singapore,46.1
2006,Singapore,34.4
2007,Singapore,24.7
2008,Singapore,32.3
2009,Singapore,28.9
1960,Slovak Republic,
1961,Slovak Republic,
1962,Slovak Republic,
1963,Slovak Republic,
1964,Slovak Republic,
1965,Slovak Republic,
1966,Slovak Republic,
1967,Slovak Republic,
1968,Slovak Republic,
1969,Slovak Republic,
1970,Slovak Republic,
1971,Slovak Republic,2690
1972,Slovak Republic,2660
1973,Slovak Republic,2580
1974,Slovak Republic,2590
1975,Slovak Republic,2590
1976,Slovak Republic,2540
1977,Slovak Republic,2500
1978,Slovak Republic,2630
1979,Slovak Republic,2900
1980,Slovak Republic,3470
1981,Slovak Republic,3560
1982,Slovak Republic,3740
1983,Slovak Republic,3830
1984,Slovak Republic,4040
1985,Slovak Republic,4680
1986,Slovak Republic,5150
1987,Slovak Republic,5230
1988,Slovak Republic,5300
1989,Slovak Republic,5420
1990,Slovak Republic,5280
1991,Slovak Republic,4830
1992,Slovak Republic,4480
1993,Slovak Republic,4990
1994,Slovak Republic,5480
1995,Slovak Republic,5040
1996,Slovak Republic,4980
1997,Slovak Republic,4950
1998,Slovak Republic,4990
1999,Slovak Republic,5510
2000,Slovak Republic,6330
2001,Slovak Republic,6690
2002,Slovak Republic,6820
2003,Slovak Republic,6590
2004,Slovak Republic,6450
2005,Slovak Republic,6610
2006,Slovak Republic,6620
2007,Slovak Republic,5980
2008,Slovak Republic,6420
2009,Slovak Republic,5940
2010,Slovak Republic,6140
1960,Slovenia,
1961,Slovenia,
1962,Slovenia,
1963,Slovenia,
1964,Slovenia,
1965,Slovenia,
1966,Slovenia,
1967,Slovenia,
1968,Slovenia,
1969,Slovenia,
1970,Slovenia,
1971,Slovenia,
1972,Slovenia,
1973,Slovenia,
1974,Slovenia,
1975,Slovenia,
1976,Slovenia,
1977,Slovenia,
1978,Slovenia,
1979,Slovenia,
1980,Slovenia,
1981,Slovenia,
1982,Slovenia,
1983,Slovenia,
1984,Slovenia,
1985,Slovenia,
1986,Slovenia,
1987,Slovenia,
1988,Slovenia,
1989,Slovenia,
1990,Slovenia,3070
1991,Slovenia,3100
1992,Slovenia,2950
1993,Slovenia,2770
1994,Slovenia,2890
1995,Slovenia,2970
1996,Slovenia,2880
1997,Slovenia,3000
1998,Slovenia,3050
1999,Slovenia,2870
2000,Slovenia,3100
2001,Slovenia,3160
2002,Slovenia,3340
2003,Slovenia,3270
2004,Slovenia,3460
2005,Slovenia,3510
2006,Slovenia,3440
2007,Slovenia,3470
2008,Slovenia,3670
2009,Slovenia,3540
2010,Slovenia,3550
1960,South Africa,
1961,South Africa,
1962,South Africa,
1963,South Africa,
1964,South Africa,
1965,South Africa,
1966,South Africa,
1967,South Africa,
1968,South Africa,
1969,South Africa,
1970,South Africa,
1971,South Africa,37800
1972,South Africa,37900
1973,South Africa,40400
1974,South Africa,42800
1975,South Africa,45200
1976,South Africa,49000
1977,South Africa,54100
1978,South Africa,58700
1979,South Africa,66500
1980,South Africa,73200
1981,South Africa,80900
1982,South Africa,87200
1983,South Africa,91100
1984,South Africa,103000
1985,South Africa,110000
1986,South Africa,113000
1987,South Africa,112000
1988,South Africa,117000
1989,South Africa,115000
1990,South Africa,115000
1991,South Africa,117000
1992,South Africa,115000
1993,South Africa,123000
1994,South Africa,128000
1995,South Africa,135000
1996,South Africa,135000
1997,South Africa,143000
1998,South Africa,145000
1999,South Africa,145000
2000,South Africa,146000
2001,South Africa,145000
2002,South Africa,144000
2003,South Africa,153000
2004,South Africa,158000
2005,South Africa,158000
2006,South Africa,157000
2007,South Africa,159000
2008,South Africa,162000
2009,South Africa,161000
1960,South Korea,
1961,South Korea,
1962,South Korea,
1963,South Korea,
1964,South Korea,
1965,South Korea,
1966,South Korea,
1967,South Korea,
1968,South Korea,
1969,South Korea,
1970,South Korea,
1971,South Korea,6380
1972,South Korea,6200
1973,South Korea,6760
1974,South Korea,7640
1975,South Korea,8410
1976,South Korea,7810
1977,South Korea,8150
1978,South Korea,8710
1979,South Korea,9030
1980,South Korea,9270
1981,South Korea,9730
1982,South Korea,10000
1983,South Korea,11300
1984,South Korea,12700
1985,South Korea,14600
1986,South Korea,18400
1987,South Korea,21400
1988,South Korea,21500
1989,South Korea,21900
1990,South Korea,22600
1991,South Korea,22200
1992,South Korea,20400
1993,South Korea,20100
1994,South Korea,19300
1995,South Korea,21200
1996,South Korea,22500
1997,South Korea,23700
1998,South Korea,27100
1999,South Korea,30600
2000,South Korea,34400
2001,South Korea,34900
2002,South Korea,34800
2003,South Korea,37900
2004,South Korea,38300
2005,South Korea,42900
2006,South Korea,43700
2007,South Korea,42600
2008,South Korea,44700
2009,South Korea,44300
2010,South Korea,44600
1960,Spain,9840
1961,Spain,9950
1962,Spain,9310
1963,Spain,10000
1964,Spain,9460
1965,Spain,9850
1966,Spain,10500
1967,Spain,9780
1968,Spain,10100
1969,Spain,10400
1970,Spain,9690
1971,Spain,10500
1972,Spain,11600
1973,Spain,11400
1974,Spain,13100
1975,Spain,13400
1976,Spain,12600
1977,Spain,14500
1978,Spain,14500
1979,Spain,15700
1980,Spain,15800
1981,Spain,17700
1982,Spain,19700
1983,Spain,21900
1984,Spain,25100
1985,Spain,26500
1986,Spain,28300
1987,Spain,27900
1988,Spain,30300
1989,Spain,34600
1990,Spain,34600
1991,Spain,34300
1992,Spain,33700
1993,Spain,32900
1994,Spain,32300
1995,Spain,31500
1996,Spain,32700
1997,Spain,31700
1998,Spain,32300
1999,Spain,30700
2000,Spain,31700
2001,Spain,33500
2002,Spain,31800
2003,Spain,33000
2004,Spain,32600
2005,Spain,30100
2006,Spain,31300
2007,Spain,30300
2008,Spain,30400
2009,Spain,29700
2010,Spain,33900
1960,Sri Lanka,
1961,Sri Lanka,
1962,Sri Lanka,
1963,Sri Lanka,
1964,Sri Lanka,
1965,Sri Lanka,
1966,Sri Lanka,
1967,Sri Lanka,
1968,Sri Lanka,
1969,Sri Lanka,
1970,Sri Lanka,
1971,Sri Lanka,2810
1972,Sri Lanka,2810
1973,Sri Lanka,2850
1974,Sri Lanka,2890
1975,Sri Lanka,3120
1976,Sri Lanka,3160
1977,Sri Lanka,3060
1978,Sri Lanka,3140
1979,Sri Lanka,3190
1980,Sri Lanka,3210
1981,Sri Lanka,3300
1982,Sri Lanka,3420
1983,Sri Lanka,3420
1984,Sri Lanka,3730
1985,Sri Lanka,3780
1986,Sri Lanka,3920
1987,Sri Lanka,3980
1988,Sri Lanka,4100
1989,Sri Lanka,4180
1990,Sri Lanka,4190
1991,Sri Lanka,4200
1992,Sri Lanka,4330
1993,Sri Lanka,4260
1994,Sri Lanka,4000
1995,Sri Lanka,4020
1996,Sri Lanka,4200
1997,Sri Lanka,4350
1998,Sri Lanka,4320
1999,Sri Lanka,4550
2000,Sri Lanka,4750
2001,Sri Lanka,4560
2002,Sri Lanka,4540
2003,Sri Lanka,4660
2004,Sri Lanka,4770
2005,Sri Lanka,4920
2006,Sri Lanka,5160
2007,Sri Lanka,5080
2008,Sri Lanka,5070
2009,Sri Lanka,5090
1960,Sudan,
1961,Sudan,
1962,Sudan,
1963,Sudan,
1964,Sudan,
1965,Sudan,
1966,Sudan,
1967,Sudan,
1968,Sudan,
1969,Sudan,
1970,Sudan,
1971,Sudan,5670
1972,Sudan,5790
1973,Sudan,5910
1974,Sudan,6040
1975,Sudan,6180
1976,Sudan,6360
1977,Sudan,6530
1978,Sudan,6720
1979,Sudan,6900
1980,Sudan,7090
1981,Sudan,7280
1982,Sudan,7480
1983,Sudan,7820
1984,Sudan,7850
1985,Sudan,8030
1986,Sudan,8200
1987,Sudan,8350
1988,Sudan,8500
1989,Sudan,8640
1990,Sudan,8780
1991,Sudan,8900
1992,Sudan,9030
1993,Sudan,9150
1994,Sudan,10300
1995,Sudan,10400
1996,Sudan,10800
1997,Sudan,11000
1998,Sudan,11400
1999,Sudan,14400
2000,Sudan,20200
2001,Sudan,22300
2002,Sudan,24400
2003,Sudan,25400
2004,Sudan,27000
2005,Sudan,27000
2006,Sudan,29100
2007,Sudan,34900
2008,Sudan,34100
2009,Sudan,35200
1960,Sweden,5480
1961,Sweden,5930
1962,Sweden,6110
1963,Sweden,6000
1964,Sweden,6490
1965,Sweden,6770
1966,Sweden,6590
1967,Sweden,6930
1968,Sweden,6870
1969,Sweden,6450
1970,Sweden,6490
1971,Sweden,7390
1972,Sweden,7890
1973,Sweden,9250
1974,Sweden,9010
1975,Sweden,11700
1976,Sweden,12400
1977,Sweden,13200
1978,Sweden,14900
1979,Sweden,14700
1980,Sweden,16100
1981,Sweden,19300
1982,Sweden,19100
1983,Sweden,20900
1984,Sweden,24300
1985,Sweden,26900
1986,Sweden,29100
1987,Sweden,29400
1988,Sweden,29900
1989,Sweden,29000
1990,Sweden,29700
1991,Sweden,31400
1992,Sweden,29500
1993,Sweden,29300
1994,Sweden,31300
1995,Sweden,31800
1996,Sweden,32000
1997,Sweden,32500
1998,Sweden,34000
1999,Sweden,33200
2000,Sweden,30500
2001,Sweden,33900
2002,Sweden,31800
2003,Sweden,30900
2004,Sweden,34300
2005,Sweden,34700
2006,Sweden,32800
2007,Sweden,33600
2008,Sweden,33200
2009,Sweden,30400
2010,Sweden,32600
1960,Switzerland,2110
1961,Switzerland,2200
1962,Switzerland,2210
1963,Switzerland,2320
1964,Switzerland,2280
1965,Switzerland,2530
1966,Switzerland,2730
1967,Switzerland,2900
1968,Switzerland,2850
1969,Switzerland,2770
1970,Switzerland,3360
1971,Switzerland,2910
1972,Switzerland,3330
1973,Switzerland,4280
1974,Switzerland,4430
1975,Switzerland,5100
1976,Switzerland,4500
1977,Switzerland,5380
1978,Switzerland,5320
1979,Switzerland,6250
1980,Switzerland,7030
1981,Switzerland,7640
1982,Switzerland,7720
1983,Switzerland,7800
1984,Switzerland,8100
1985,Switzerland,9410
1986,Switzerland,9550
1987,Switzerland,9820
1988,Switzerland,9860
1989,Switzerland,9360
1990,Switzerland,10300
1991,Switzerland,10400
1992,Switzerland,10600
1993,Switzerland,10900
1994,Switzerland,11400
1995,Switzerland,11200
1996,Switzerland,10800
1997,Switzerland,11300
1998,Switzerland,11400
1999,Switzerland,12100
2000,Switzerland,12000
2001,Switzerland,12600
2002,Switzerland,12200
2003,Switzerland,12300
2004,Switzerland,12100
2005,Switzerland,11000
2006,Switzerland,12200
2007,Switzerland,12700
2008,Switzerland,12800
2009,Switzerland,12800
2010,Switzerland,12700
1960,Syria,
1961,Syria,
1962,Syria,
1963,Syria,
1964,Syria,
1965,Syria,
1966,Syria,
1967,Syria,
1968,Syria,
1969,Syria,
1970,Syria,
1971,Syria,5320
1972,Syria,5890
1973,Syria,5570
1974,Syria,6480
1975,Syria,9680
1976,Syria,10200
1977,Syria,9340
1978,Syria,10200
1979,Syria,8970
1980,Syria,9500
1981,Syria,9810
1982,Syria,9350
1983,Syria,9710
1984,Syria,9850
1985,Syria,9700
1986,Syria,9920
1987,Syria,13000
1988,Syria,15200
1989,Syria,19100
1990,Syria,22300
1991,Syria,26600
1992,Syria,27700
1993,Syria,28700
1994,Syria,31100
1995,Syria,33100
1996,Syria,31800
1997,Syria,32600
1998,Syria,33700
1999,Syria,33900
2000,Syria,32700
2001,Syria,33900
2002,Syria,37100
2003,Syria,36000
2004,Syria,28400
2005,Syria,26100
2006,Syria,24800
2007,Syria,23900
2008,Syria,23800
2009,Syria,23600
1960,Tajikistan,
1961,Tajikistan,
1962,Tajikistan,
1963,Tajikistan,
1964,Tajikistan,
1965,Tajikistan,
1966,Tajikistan,
1967,Tajikistan,
1968,Tajikistan,
1969,Tajikistan,
1970,Tajikistan,
1971,Tajikistan,
1972,Tajikistan,
1973,Tajikistan,
1974,Tajikistan,
1975,Tajikistan,
1976,Tajikistan,
1977,Tajikistan,
1978,Tajikistan,
1979,Tajikistan,
1980,Tajikistan,
1981,Tajikistan,
1982,Tajikistan,
1983,Tajikistan,
1984,Tajikistan,
1985,Tajikistan,
1986,Tajikistan,
1987,Tajikistan,
1988,Tajikistan,
1989,Tajikistan,
1990,Tajikistan,2030
1991,Tajikistan,1830
1992,Tajikistan,1660
1993,Tajikistan,1700
1994,Tajikistan,1540
1995,Tajikistan,1330
1996,Tajikistan,1350
1997,Tajikistan,1240
1998,Tajikistan,1270
1999,Tajikistan,1380
2000,Tajikistan,1260
2001,Tajikistan,1290
2002,Tajikistan,1360
2003,Tajikistan,1470
2004,Tajikistan,1490
2005,Tajikistan,1550
2006,Tajikistan,1520
2007,Tajikistan,1570
2008,Tajikistan,1490
2009,Tajikistan,1500
1960,Tanzania,
1961,Tanzania,
1962,Tanzania,
1963,Tanzania,
1964,Tanzania,
1965,Tanzania,
1966,Tanzania,
1967,Tanzania,
1968,Tanzania,
1969,Tanzania,
1970,Tanzania,
1971,Tanzania,6870
1972,Tanzania,6880
1973,Tanzania,6910
1974,Tanzania,6950
1975,Tanzania,7020
1976,Tanzania,7050
1977,Tanzania,7080
1978,Tanzania,7140
1979,Tanzania,7200
1980,Tanzania,7300
1981,Tanzania,7450
1982,Tanzania,7600
1983,Tanzania,7770
1984,Tanzania,7940
1985,Tanzania,8130
1986,Tanzania,8300
1987,Tanzania,8480
1988,Tanzania,8670
1989,Tanzania,8860
1990,Tanzania,9060
1991,Tanzania,9260
1992,Tanzania,9450
1993,Tanzania,9670
1994,Tanzania,9860
1995,Tanzania,10100
1996,Tanzania,10300
1997,Tanzania,10400
1998,Tanzania,11200
1999,Tanzania,12100
2000,Tanzania,12700
2001,Tanzania,13400
2002,Tanzania,13900
2003,Tanzania,14400
2004,Tanzania,15100
2005,Tanzania,15800
2006,Tanzania,16400
2007,Tanzania,17000
2008,Tanzania,17500
2009,Tanzania,18100
1960,Thailand,
1961,Thailand,
1962,Thailand,
1963,Thailand,
1964,Thailand,
1965,Thailand,
1966,Thailand,
1967,Thailand,
1968,Thailand,
1969,Thailand,
1970,Thailand,
1971,Thailand,7890
1972,Thailand,7970
1973,Thailand,8160
1974,Thailand,8780
1975,Thailand,10100
1976,Thailand,10600
1977,Thailand,11000
1978,Thailand,10800
1979,Thailand,11700
1980,Thailand,11200
1981,Thailand,12100
1982,Thailand,13500
1983,Thailand,11200
1984,Thailand,13100
1985,Thailand,16600
1986,Thailand,17500
1987,Thailand,19400
1988,Thailand,21500
1989,Thailand,24300
1990,Thailand,26600
1991,Thailand,29600
1992,Thailand,30900
1993,Thailand,30200
1994,Thailand,31700
1995,Thailand,33200
1996,Thailand,37200
1997,Thailand,40000
1998,Thailand,39700
1999,Thailand,41500
2000,Thailand,44000
2001,Thailand,43200
2002,Thailand,45900
2003,Thailand,49200
2004,Thailand,51200
2005,Thailand,55000
2006,Thailand,56900
2007,Thailand,60000
2008,Thailand,64400
2009,Thailand,61700
1960,Togo,
1961,Togo,
1962,Togo,
1963,Togo,
1964,Togo,
1965,Togo,
1966,Togo,
1967,Togo,
1968,Togo,
1969,Togo,
1970,Togo,
1971,Togo,614
1972,Togo,629
1973,Togo,643
1974,Togo,652
1975,Togo,668
1976,Togo,683
1977,Togo,706
1978,Togo,725
1979,Togo,732
1980,Togo,751
1981,Togo,772
1982,Togo,797
1983,Togo,817
1984,Togo,844
1985,Togo,873
1986,Togo,902
1987,Togo,950
1988,Togo,978
1989,Togo,1010
1990,Togo,1050
1991,Togo,1110
1992,Togo,1170
1993,Togo,1230
1994,Togo,1280
1995,Togo,1360
1996,Togo,1420
1997,Togo,1480
1998,Togo,1550
1999,Togo,1720
2000,Togo,1770
2001,Togo,1800
2002,Togo,1850
2003,Togo,1900
2004,Togo,1940
2005,Togo,2000
2006,Togo,2040
2007,Togo,2100
2008,Togo,2140
2009,Togo,2190
1960,Trinidad and Tobago,
1961,Trinidad and Tobago,
1962,Trinidad and Tobago,
1963,Trinidad and Tobago,
1964,Trinidad and Tobago,
1965,Trinidad and Tobago,
1966,Trinidad and Tobago,
1967,Trinidad and Tobago,
1968,Trinidad and Tobago,
1969,Trinidad and Tobago,
1970,Trinidad and Tobago,
1971,Trinidad and Tobago,8150
1972,Trinidad and Tobago,8750
1973,Trinidad and Tobago,9980
1974,Trinidad and Tobago,10900
1975,Trinidad and Tobago,12200
1976,Trinidad and Tobago,12200
1977,Trinidad and Tobago,13300
1978,Trinidad and Tobago,13700
1979,Trinidad and Tobago,13000
1980,Trinidad and Tobago,13100
1981,Trinidad and Tobago,12200
1982,Trinidad and Tobago,12200
1983,Trinidad and Tobago,11400
1984,Trinidad and Tobago,12400
1985,Trinidad and Tobago,12800
1986,Trinidad and Tobago,12500
1987,Trinidad and Tobago,12000
1988,Trinidad and Tobago,12400
1989,Trinidad and Tobago,12300
1990,Trinidad and Tobago,12600
1991,Trinidad and Tobago,12200
1992,Trinidad and Tobago,12400
1993,Trinidad and Tobago,11600
1994,Trinidad and Tobago,12300
1995,Trinidad and Tobago,12200
1996,Trinidad and Tobago,12900
1997,Trinidad and Tobago,12900
1998,Trinidad and Tobago,13900
1999,Trinidad and Tobago,16100
2000,Trinidad and Tobago,20000
2001,Trinidad and Tobago,20600
2002,Trinidad and Tobago,24000
2003,Trinidad and Tobago,31000
2004,Trinidad and Tobago,33000
2005,Trinidad and Tobago,36400
2006,Trinidad and Tobago,42800
2007,Trinidad and Tobago,43200
2008,Trinidad and Tobago,42700
2009,Trinidad and Tobago,44000
1960,Tunisia,
1961,Tunisia,
1962,Tunisia,
1963,Tunisia,
1964,Tunisia,
1965,Tunisia,
1966,Tunisia,
1967,Tunisia,
1968,Tunisia,
1969,Tunisia,
1970,Tunisia,
1971,Tunisia,4650
1972,Tunisia,4540
1973,Tunisia,4540
1974,Tunisia,4900
1975,Tunisia,5400
1976,Tunisia,4490
1977,Tunisia,5130
1978,Tunisia,5860
1979,Tunisia,6520
1980,Tunisia,6670
1981,Tunisia,6480
1982,Tunisia,6250
1983,Tunisia,6670
1984,Tunisia,6630
1985,Tunisia,6550
1986,Tunisia,6370
1987,Tunisia,6120
1988,Tunisia,6060
1989,Tunisia,6110
1990,Tunisia,5730
1991,Tunisia,6360
1992,Tunisia,6600
1993,Tunisia,5730
1994,Tunisia,5470
1995,Tunisia,5330
1996,Tunisia,5910
1997,Tunisia,6350
1998,Tunisia,6780
1999,Tunisia,6730
2000,Tunisia,6630
2001,Tunisia,6640
2002,Tunisia,6710
2003,Tunisia,6450
2004,Tunisia,6810
2005,Tunisia,6680
2006,Tunisia,6630
2007,Tunisia,7900
2008,Tunisia,7550
2009,Tunisia,7810
1960,Turkey,9370
1961,Turkey,9480
1962,Turkey,9730
1963,Turkey,10200
1964,Turkey,10600
1965,Turkey,11200
1966,Turkey,12200
1967,Turkey,13200
1968,Turkey,13500
1969,Turkey,14000
1970,Turkey,14000
1971,Turkey,13800
1972,Turkey,15100
1973,Turkey,15500
1974,Turkey,15900
1975,Turkey,16300
1976,Turkey,16600
1977,Turkey,16900
1978,Turkey,17600
1979,Turkey,17400
1980,Turkey,17100
1981,Turkey,18100
1982,Turkey,19000
1983,Turkey,19300
1984,Turkey,20300
1985,Turkey,21900
1986,Turkey,23500
1987,Turkey,25000
1988,Turkey,24800
1989,Turkey,25600
1990,Turkey,25800
1991,Turkey,25600
1992,Turkey,26400
1993,Turkey,26200
1994,Turkey,26300
1995,Turkey,26500
1996,Turkey,27100
1997,Turkey,28000
1998,Turkey,29100
1999,Turkey,27500
2000,Turkey,25900
2001,Turkey,24400
2002,Turkey,24100
2003,Turkey,23600
2004,Turkey,24100
2005,Turkey,23900
2006,Turkey,26400
2007,Turkey,27300
2008,Turkey,29000
2009,Turkey,30300
2010,Turkey,30300
1960,Turkmenistan,
1961,Turkmenistan,
1962,Turkmenistan,
1963,Turkmenistan,
1964,Turkmenistan,
1965,Turkmenistan,
1966,Turkmenistan,
1967,Turkmenistan,
1968,Turkmenistan,
1969,Turkmenistan,
1970,Turkmenistan,
1971,Turkmenistan,
1972,Turkmenistan,
1973,Turkmenistan,
1974,Turkmenistan,
1975,Turkmenistan,
1976,Turkmenistan,
1977,Turkmenistan,
1978,Turkmenistan,
1979,Turkmenistan,
1980,Turkmenistan,
1981,Turkmenistan,
1982,Turkmenistan,
1983,Turkmenistan,
1984,Turkmenistan,
1985,Turkmenistan,
1986,Turkmenistan,
1987,Turkmenistan,
1988,Turkmenistan,
1989,Turkmenistan,
1990,Turkmenistan,74900
1991,Turkmenistan,74100
1992,Turkmenistan,48800
1993,Turkmenistan,57400
1994,Turkmenistan,32900
1995,Turkmenistan,32800
1996,Turkmenistan,32900
1997,Turkmenistan,19800
1998,Turkmenistan,18100
1999,Turkmenistan,26300
2000,Turkmenistan,46000
2001,Turkmenistan,50400
2002,Turkmenistan,52900
2003,Turkmenistan,58600
2004,Turkmenistan,57800
2005,Turkmenistan,61100
2006,Turkmenistan,60000
2007,Turkmenistan,65800
2008,Turkmenistan,68400
2009,Turkmenistan,40900
1960,Ukraine,
1961,Ukraine,
1962,Ukraine,
1963,Ukraine,
1964,Ukraine,
1965,Ukraine,
1966,Ukraine,
1967,Ukraine,
1968,Ukraine,
1969,Ukraine,
1970,Ukraine,
1971,Ukraine,
1972,Ukraine,
1973,Ukraine,
1974,Ukraine,
1975,Ukraine,
1976,Ukraine,
1977,Ukraine,
1978,Ukraine,
1979,Ukraine,
1980,Ukraine,
1981,Ukraine,
1982,Ukraine,
1983,Ukraine,
1984,Ukraine,
1985,Ukraine,
1986,Ukraine,
1987,Ukraine,
1988,Ukraine,
1989,Ukraine,
1990,Ukraine,136000
1991,Ukraine,119000
1992,Ukraine,112000
1993,Ukraine,100000
1994,Ukraine,87400
1995,Ukraine,81600
1996,Ukraine,73700
1997,Ukraine,74700
1998,Ukraine,74600
1999,Ukraine,75500
2000,Ukraine,76400
2001,Ukraine,76300
2002,Ukraine,76800
2003,Ukraine,79500
2004,Ukraine,80200
2005,Ukraine,81000
2006,Ukraine,83000
2007,Ukraine,81600
2008,Ukraine,81300
2009,Ukraine,76900
1960,United Arab Emirates,
1961,United Arab Emirates,
1962,United Arab Emirates,
1963,United Arab Emirates,
1964,United Arab Emirates,
1965,United Arab Emirates,
1966,United Arab Emirates,
1967,United Arab Emirates,
1968,United Arab Emirates,
1969,United Arab Emirates,
1970,United Arab Emirates,
1971,United Arab Emirates,52800
1972,United Arab Emirates,59800
1973,United Arab Emirates,76100
1974,United Arab Emirates,83300
1975,United Arab Emirates,84400
1976,United Arab Emirates,97000
1977,United Arab Emirates,101000
1978,United Arab Emirates,94600
1979,United Arab Emirates,95400
1980,United Arab Emirates,90200
1981,United Arab Emirates,82500
1982,United Arab Emirates,71000
1983,United Arab Emirates,66200
1984,United Arab Emirates,64300
1985,United Arab Emirates,63400
1986,United Arab Emirates,73200
1987,United Arab Emirates,80100
1988,United Arab Emirates,83700
1989,United Arab Emirates,101000
1990,United Arab Emirates,110000
1991,United Arab Emirates,127000
1992,United Arab Emirates,134000
1993,United Arab Emirates,131000
1994,United Arab Emirates,134000
1995,United Arab Emirates,137000
1996,United Arab Emirates,142000
1997,United Arab Emirates,147000
1998,United Arab Emirates,151000
1999,United Arab Emirates,143000
2000,United Arab Emirates,156000
2001,United Arab Emirates,152000
2002,United Arab Emirates,149000
2003,United Arab Emirates,163000
2004,United Arab Emirates,171000
2005,United Arab Emirates,174000
2006,United Arab Emirates,185000
2007,United Arab Emirates,186000
2008,United Arab Emirates,187000
2009,United Arab Emirates,169000
1960,United Kingdom,115000
1961,United Kingdom,113000
1962,United Kingdom,118000
1963,United Kingdom,118000
1964,United Kingdom,117000
1965,United Kingdom,115000
1966,United Kingdom,109000
1967,United Kingdom,109000
1968,United Kingdom,107000
1969,United Kingdom,102000
1970,United Kingdom,101000
1971,United Kingdom,110000
1972,United Kingdom,101000
